danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.462,0.801,9,-7.405,1,0.0418,0.000639,1.51e-06,0.34,0.442,153.01,audio_features,1ZoHRnS5U4m7V5pgvFiK1N,spotify:track:1ZoHRnS5U4m7V5pgvFiK1N,https://api.spotify.com/v1/tracks/1ZoHRnS5U4m7V5pgvFiK1N,https://api.spotify.com/v1/audio-analysis/1ZoHRnS5U4m7V5pgvFiK1N,236067,4
0.574,0.809,2,-7.933,1,0.0312,0.0292,0.0139,0.046,0.61,97.994,audio_features,2MEcbc3bTXn4U2LcVttooC,spotify:track:2MEcbc3bTXn4U2LcVttooC,https://api.spotify.com/v1/tracks/2MEcbc3bTXn4U2LcVttooC,https://api.spotify.com/v1/audio-analysis/2MEcbc3bTXn4U2LcVttooC,269373,4
0.567,0.358,6,-12.94,1,0.0281,0.0862,1.36e-05,0.173,0.183,88.975,audio_features,1Z0QdPM5YcMIAwhVD6wBBM,spotify:track:1Z0QdPM5YcMIAwhVD6wBBM,https://api.spotify.com/v1/tracks/1Z0QdPM5YcMIAwhVD6wBBM,https://api.spotify.com/v1/audio-analysis/1Z0QdPM5YcMIAwhVD6wBBM,563840,4
0.662,0.605,1,-9.475,1,0.0566,0.0552,0.0,0.418,0.545,151.946,audio_features,0EnFaSWSkj45lktHxHtcXb,spotify:track:0EnFaSWSkj45lktHxHtcXb,https://api.spotify.com/v1/tracks/0EnFaSWSkj45lktHxHtcXb,https://api.spotify.com/v1/audio-analysis/0EnFaSWSkj45lktHxHtcXb,289467,4
0.691,0.837,9,-5.09,0,0.0353,0.0147,4.47e-05,0.162,0.64,108.175,audio_features,39owLj3gqY7XN41PC1WO6Q,spotify:track:39owLj3gqY7XN41PC1WO6Q,https://api.spotify.com/v1/tracks/39owLj3gqY7XN41PC1WO6Q,https://api.spotify.com/v1/audio-analysis/39owLj3gqY7XN41PC1WO6Q,265893,4
0.217,0.752,1,-9.552,1,0.0408,0.137,0.0,0.985,0.577,80.309,audio_features,3qleax5SlHVGd10GyOnu2a,spotify:track:3qleax5SlHVGd10GyOnu2a,https://api.spotify.com/v1/tracks/3qleax5SlHVGd10GyOnu2a,https://api.spotify.com/v1/audio-analysis/3qleax5SlHVGd10GyOnu2a,268853,4
0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,audio_features,0hrBpAOgrt8RXigk83LLNE,spotify:track:0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/audio-analysis/0hrBpAOgrt8RXigk83LLNE,191240,4
0.532,0.407,6,-9.658,0,0.0233,0.235,0.0,0.117,0.23,83.207,audio_features,4WUnM4KNZ0kjp0CUeoyOnS,spotify:track:4WUnM4KNZ0kjp0CUeoyOnS,https://api.spotify.com/v1/tracks/4WUnM4KNZ0kjp0CUeoyOnS,https://api.spotify.com/v1/audio-analysis/4WUnM4KNZ0kjp0CUeoyOnS,259853,4
0.559,0.49,2,-8.06,1,0.0247,0.104,0.0,0.099,0.201,142.445,audio_features,7dfl9X38RhIvB3oSmmneq3,spotify:track:7dfl9X38RhIvB3oSmmneq3,https://api.spotify.com/v1/tracks/7dfl9X38RhIvB3oSmmneq3,https://api.spotify.com/v1/audio-analysis/7dfl9X38RhIvB3oSmmneq3,236760,3
0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,audio_features,5kK1Iru9ogP3Iy1zsANU1n,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,https://api.spotify.com/v1/tracks/5kK1Iru9ogP3Iy1zsANU1n,https://api.spotify.com/v1/audio-analysis/5kK1Iru9ogP3Iy1zsANU1n,342400,4
0.533,0.272,9,-12.9,1,0.031,0.667,0.0,0.111,0.133,120.02,audio_features,5mgCMlxQW7fmHbrdJuowbB,spotify:track:5mgCMlxQW7fmHbrdJuowbB,https://api.spotify.com/v1/tracks/5mgCMlxQW7fmHbrdJuowbB,https://api.spotify.com/v1/audio-analysis/5mgCMlxQW7fmHbrdJuowbB,257922,4
0.729,0.455,1,-10.489,1,0.0677,0.393,4.26e-06,0.0815,0.487,80.995,audio_features,2adVNXrXovy54XcsqT2XdD,spotify:track:2adVNXrXovy54XcsqT2XdD,https://api.spotify.com/v1/tracks/2adVNXrXovy54XcsqT2XdD,https://api.spotify.com/v1/audio-analysis/2adVNXrXovy54XcsqT2XdD,180611,4
0.676,0.592,1,-6.887,1,0.0452,0.454,0.0,0.107,0.337,80.316,audio_features,7Lwo27zrXusqUlAaTgnytp,spotify:track:7Lwo27zrXusqUlAaTgnytp,https://api.spotify.com/v1/tracks/7Lwo27zrXusqUlAaTgnytp,https://api.spotify.com/v1/audio-analysis/7Lwo27zrXusqUlAaTgnytp,183760,4
0.697,0.729,0,-4.387,1,0.0318,0.062,1.04e-06,0.0825,0.249,153.939,audio_features,3G4AmR8pxRVXkMyAvcHCws,spotify:track:3G4AmR8pxRVXkMyAvcHCws,https://api.spotify.com/v1/tracks/3G4AmR8pxRVXkMyAvcHCws,https://api.spotify.com/v1/audio-analysis/3G4AmR8pxRVXkMyAvcHCws,255040,4
0.51,0.44,2,-11.015,1,0.0293,0.125,0.0,0.0994,0.135,74.8,audio_features,4lsEHglVsLzILTDQ3CNESV,spotify:track:4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/tracks/4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/audio-analysis/4lsEHglVsLzILTDQ3CNESV,281200,4
0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,audio_features,6kWJvPfC4DgUpRsXKNa9z9,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,https://api.spotify.com/v1/tracks/6kWJvPfC4DgUpRsXKNa9z9,https://api.spotify.com/v1/audio-analysis/6kWJvPfC4DgUpRsXKNa9z9,211213,4
0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,audio_features,4SYMibQ93bfzOk6uzkF0dO,spotify:track:4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/tracks/4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/audio-analysis/4SYMibQ93bfzOk6uzkF0dO,230187,4
0.621,0.481,11,-8.016,1,0.0371,0.0984,0.0,0.241,0.679,65.004,audio_features,0DBIL8arX0Zo6eAuxNIpik,spotify:track:0DBIL8arX0Zo6eAuxNIpik,https://api.spotify.com/v1/tracks/0DBIL8arX0Zo6eAuxNIpik,https://api.spotify.com/v1/audio-analysis/0DBIL8arX0Zo6eAuxNIpik,256133,4
0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,audio_features,0IaMMHVbpJ0LrRAeigWOXr,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,https://api.spotify.com/v1/tracks/0IaMMHVbpJ0LrRAeigWOXr,https://api.spotify.com/v1/audio-analysis/0IaMMHVbpJ0LrRAeigWOXr,227133,4
0.691,0.598,7,-9.699,1,0.043,0.625,0.0174,0.0709,0.842,167.797,audio_features,00U0pedRUMEzREpyRqbVT6,spotify:track:00U0pedRUMEzREpyRqbVT6,https://api.spotify.com/v1/tracks/00U0pedRUMEzREpyRqbVT6,https://api.spotify.com/v1/audio-analysis/00U0pedRUMEzREpyRqbVT6,263813,4
0.756,0.544,5,-10.721,1,0.219,0.154,6.21e-05,0.225,0.921,173.2,audio_features,7sJN693sYKEIEMu7fc5VnJ,spotify:track:7sJN693sYKEIEMu7fc5VnJ,https://api.spotify.com/v1/tracks/7sJN693sYKEIEMu7fc5VnJ,https://api.spotify.com/v1/audio-analysis/7sJN693sYKEIEMu7fc5VnJ,308360,4
0.665,0.888,7,-4.433,1,0.0552,0.0695,0.00147,0.104,0.951,144.339,audio_features,6opIwpImZYdxNgG4wpDxED,spotify:track:6opIwpImZYdxNgG4wpDxED,https://api.spotify.com/v1/tracks/6opIwpImZYdxNgG4wpDxED,https://api.spotify.com/v1/audio-analysis/6opIwpImZYdxNgG4wpDxED,207507,4
0.525,0.371,2,-12.722,1,0.0293,0.259,0.0,0.597,0.243,149.879,audio_features,03VtT9Da5Ivxh8n3PHnQem,spotify:track:03VtT9Da5Ivxh8n3PHnQem,https://api.spotify.com/v1/tracks/03VtT9Da5Ivxh8n3PHnQem,https://api.spotify.com/v1/audio-analysis/03VtT9Da5Ivxh8n3PHnQem,224799,3
0.617,0.794,6,-4.409,1,0.0348,0.0946,6.93e-06,0.126,0.537,167.691,audio_features,4Cx3bvSoTRBu4CNw3yDBwP,spotify:track:4Cx3bvSoTRBu4CNw3yDBwP,https://api.spotify.com/v1/tracks/4Cx3bvSoTRBu4CNw3yDBwP,https://api.spotify.com/v1/audio-analysis/4Cx3bvSoTRBu4CNw3yDBwP,239067,4
0.296,0.382,10,-7.812,1,0.0296,0.798,9.75e-06,0.0988,0.124,127.084,audio_features,6s1KHEalfzcHpOK56RV2rt,spotify:track:6s1KHEalfzcHpOK56RV2rt,https://api.spotify.com/v1/tracks/6s1KHEalfzcHpOK56RV2rt,https://api.spotify.com/v1/audio-analysis/6s1KHEalfzcHpOK56RV2rt,241893,4
0.888,0.584,7,-13.308,1,0.112,0.0385,3.19e-06,0.0625,0.762,104.705,audio_features,5vpDsiVqiZLRwKAzQO708k,spotify:track:5vpDsiVqiZLRwKAzQO708k,https://api.spotify.com/v1/tracks/5vpDsiVqiZLRwKAzQO708k,https://api.spotify.com/v1/audio-analysis/5vpDsiVqiZLRwKAzQO708k,334440,4
0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,audio_features,1Rvl8qsKJurfFTyWLBI9ib,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,https://api.spotify.com/v1/tracks/1Rvl8qsKJurfFTyWLBI9ib,https://api.spotify.com/v1/audio-analysis/1Rvl8qsKJurfFTyWLBI9ib,249520,4
0.813,0.543,4,-12.174,0,0.225,0.599,0.00239,0.131,0.768,95.32,audio_features,3MdmMRULEhae47oIeQdru5,spotify:track:3MdmMRULEhae47oIeQdru5,https://api.spotify.com/v1/tracks/3MdmMRULEhae47oIeQdru5,https://api.spotify.com/v1/audio-analysis/3MdmMRULEhae47oIeQdru5,249320,4
0.621,0.819,7,-8.002,1,0.0332,0.0884,0.0,0.134,0.485,106.017,audio_features,267iIR5zovTVMwSIGaqIkR,spotify:track:267iIR5zovTVMwSIGaqIkR,https://api.spotify.com/v1/tracks/267iIR5zovTVMwSIGaqIkR,https://api.spotify.com/v1/audio-analysis/267iIR5zovTVMwSIGaqIkR,273933,4
0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,audio_features,45wneA2j0Z0WMnYNDO6Ad0,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,https://api.spotify.com/v1/tracks/45wneA2j0Z0WMnYNDO6Ad0,https://api.spotify.com/v1/audio-analysis/45wneA2j0Z0WMnYNDO6Ad0,231093,4
0.441,0.258,7,-11.227,1,0.0276,0.661,0.0,0.106,0.172,77.988,audio_features,2V2pxcEfn5zs79sE7qcewA,spotify:track:2V2pxcEfn5zs79sE7qcewA,https://api.spotify.com/v1/tracks/2V2pxcEfn5zs79sE7qcewA,https://api.spotify.com/v1/audio-analysis/2V2pxcEfn5zs79sE7qcewA,214827,1
0.753,0.457,1,-11.839,1,0.0746,0.23,3.21e-05,0.116,0.608,169.21,audio_features,3MMgcPP6temZXIgMhQlyDU,spotify:track:3MMgcPP6temZXIgMhQlyDU,https://api.spotify.com/v1/tracks/3MMgcPP6temZXIgMhQlyDU,https://api.spotify.com/v1/audio-analysis/3MMgcPP6temZXIgMhQlyDU,229107,4
0.553,0.438,9,-8.347,1,0.0275,0.554,5.62e-06,0.105,0.151,67.004,audio_features,2LQktBKYD12TpS38YOZJH4,spotify:track:2LQktBKYD12TpS38YOZJH4,https://api.spotify.com/v1/tracks/2LQktBKYD12TpS38YOZJH4,https://api.spotify.com/v1/audio-analysis/2LQktBKYD12TpS38YOZJH4,353427,3
0.322,0.25,0,-11.451,0,0.03,0.892,0.0,0.12,0.352,137.714,audio_features,1J1Wz0UPt4NPp4MMwSJCcz,spotify:track:1J1Wz0UPt4NPp4MMwSJCcz,https://api.spotify.com/v1/tracks/1J1Wz0UPt4NPp4MMwSJCcz,https://api.spotify.com/v1/audio-analysis/1J1Wz0UPt4NPp4MMwSJCcz,212640,4
0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,audio_features,2yOm4lN7aTygtXanJFNFWU,spotify:track:2yOm4lN7aTygtXanJFNFWU,https://api.spotify.com/v1/tracks/2yOm4lN7aTygtXanJFNFWU,https://api.spotify.com/v1/audio-analysis/2yOm4lN7aTygtXanJFNFWU,428200,4
0.612,0.301,6,-12.23,1,0.0315,0.316,0.000411,0.113,0.497,150.168,audio_features,4IquPezkhJHBDrFdH5AnVH,spotify:track:4IquPezkhJHBDrFdH5AnVH,https://api.spotify.com/v1/tracks/4IquPezkhJHBDrFdH5AnVH,https://api.spotify.com/v1/audio-analysis/4IquPezkhJHBDrFdH5AnVH,235173,4
0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,audio_features,2nfMrwg3aRhSAv4HX7IzJL,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/tracks/2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/audio-analysis/2nfMrwg3aRhSAv4HX7IzJL,304867,4
0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,audio_features,2UKkLqST2xWpK8n1b0Xr5Z,spotify:track:2UKkLqST2xWpK8n1b0Xr5Z,https://api.spotify.com/v1/tracks/2UKkLqST2xWpK8n1b0Xr5Z,https://api.spotify.com/v1/audio-analysis/2UKkLqST2xWpK8n1b0Xr5Z,255467,4
0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4
0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,audio_features,31v2AQlx4pDI7kmnLxBkem,spotify:track:31v2AQlx4pDI7kmnLxBkem,https://api.spotify.com/v1/tracks/31v2AQlx4pDI7kmnLxBkem,https://api.spotify.com/v1/audio-analysis/31v2AQlx4pDI7kmnLxBkem,235173,4
0.66,0.646,2,-9.111,0,0.0426,0.0312,5.06e-06,0.033,0.621,172.376,audio_features,3eRE1KwnUma75nu1HhoNY4,spotify:track:3eRE1KwnUma75nu1HhoNY4,https://api.spotify.com/v1/tracks/3eRE1KwnUma75nu1HhoNY4,https://api.spotify.com/v1/audio-analysis/3eRE1KwnUma75nu1HhoNY4,284080,4
0.802,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,audio_features,29VrHhpC5AS9b7XJYDPhqb,spotify:track:29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/tracks/29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/audio-analysis/29VrHhpC5AS9b7XJYDPhqb,185933,4
0.419,0.672,2,-6.353,1,0.0917,0.623,0.0,0.412,0.304,105.211,audio_features,3IuSgREoO5y88HdIcE2Xee,spotify:track:3IuSgREoO5y88HdIcE2Xee,https://api.spotify.com/v1/tracks/3IuSgREoO5y88HdIcE2Xee,https://api.spotify.com/v1/audio-analysis/3IuSgREoO5y88HdIcE2Xee,316467,4
0.745,0.233,3,-12.633,0,0.0367,0.292,0.0,0.0893,0.431,82.609,audio_features,7czpT3vsR3ONw7JFVXC5dD,spotify:track:7czpT3vsR3ONw7JFVXC5dD,https://api.spotify.com/v1/tracks/7czpT3vsR3ONw7JFVXC5dD,https://api.spotify.com/v1/audio-analysis/7czpT3vsR3ONw7JFVXC5dD,248667,3
0.685,0.941,11,-7.696,0,0.0526,0.504,4.89e-05,0.143,0.416,138.031,audio_features,7kJUkIhw7crh4dNHbbUh8M,spotify:track:7kJUkIhw7crh4dNHbbUh8M,https://api.spotify.com/v1/tracks/7kJUkIhw7crh4dNHbbUh8M,https://api.spotify.com/v1/audio-analysis/7kJUkIhw7crh4dNHbbUh8M,210093,4
0.851,0.651,5,-11.515,0,0.0601,0.109,1.2e-05,0.124,0.942,115.992,audio_features,06DSI8L6IT8SizCw3JLckz,spotify:track:06DSI8L6IT8SizCw3JLckz,https://api.spotify.com/v1/tracks/06DSI8L6IT8SizCw3JLckz,https://api.spotify.com/v1/audio-analysis/06DSI8L6IT8SizCw3JLckz,279360,4
0.798,0.639,4,-7.391,0,0.0424,0.00141,0.0,0.0836,0.421,129.443,audio_features,3oWXoSkjdbTlQlteizN7Hb,spotify:track:3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/tracks/3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/audio-analysis/3oWXoSkjdbTlQlteizN7Hb,225267,4
0.501,0.819,7,-5.871,1,0.0257,0.0739,2.73e-05,0.114,0.625,97.353,audio_features,5gOeGxr7jBgFE7ASusus46,spotify:track:5gOeGxr7jBgFE7ASusus46,https://api.spotify.com/v1/tracks/5gOeGxr7jBgFE7ASusus46,https://api.spotify.com/v1/audio-analysis/5gOeGxr7jBgFE7ASusus46,215827,4
0.73,0.731,3,-3.438,0,0.0279,0.278,0.0,0.258,0.649,131.396,audio_features,4VcV0t8VN6AZcWTznJOUUN,spotify:track:4VcV0t8VN6AZcWTznJOUUN,https://api.spotify.com/v1/tracks/4VcV0t8VN6AZcWTznJOUUN,https://api.spotify.com/v1/audio-analysis/4VcV0t8VN6AZcWTznJOUUN,216546,4
0.609,0.556,0,-9.583,1,0.0267,0.0556,2.22e-05,0.0626,0.81,182.301,audio_features,4YbTN5rhQ62tsWgfcQvm2U,spotify:track:4YbTN5rhQ62tsWgfcQvm2U,https://api.spotify.com/v1/tracks/4YbTN5rhQ62tsWgfcQvm2U,https://api.spotify.com/v1/audio-analysis/4YbTN5rhQ62tsWgfcQvm2U,285680,4
0.811,0.697,8,-8.019,1,0.0502,0.0923,0.0144,0.0784,0.712,120.242,audio_features,66X03EIfE1zm99rd4SfL71,spotify:track:66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/tracks/66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/audio-analysis/66X03EIfE1zm99rd4SfL71,280467,4
0.585,0.419,9,-11.754,0,0.0311,0.552,3.41e-06,0.061,0.291,135.958,audio_features,6tsBYvprVAntHx8rQLedqn,spotify:track:6tsBYvprVAntHx8rQLedqn,https://api.spotify.com/v1/tracks/6tsBYvprVAntHx8rQLedqn,https://api.spotify.com/v1/audio-analysis/6tsBYvprVAntHx8rQLedqn,265425,4
0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,audio_features,40kJxdeSmQieEgTgShXumm,spotify:track:40kJxdeSmQieEgTgShXumm,https://api.spotify.com/v1/tracks/40kJxdeSmQieEgTgShXumm,https://api.spotify.com/v1/audio-analysis/40kJxdeSmQieEgTgShXumm,260907,4
0.446,0.625,7,-8.706,1,0.0266,0.0843,3.89e-05,0.301,0.193,94.841,audio_features,4ijyALTCWwDqWgfkfFrhtx,spotify:track:4ijyALTCWwDqWgfkfFrhtx,https://api.spotify.com/v1/tracks/4ijyALTCWwDqWgfkfFrhtx,https://api.spotify.com/v1/audio-analysis/4ijyALTCWwDqWgfkfFrhtx,274787,4
0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,audio_features,5NTZM8YYeKM2YsGSffVIge,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/tracks/5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/audio-analysis/5NTZM8YYeKM2YsGSffVIge,235000,4
0.458,0.925,4,-4.514,0,0.0463,0.325,0.00044,0.352,0.838,134.06,audio_features,7MSwmEXgsHzFPkCW1ZaPjo,spotify:track:7MSwmEXgsHzFPkCW1ZaPjo,https://api.spotify.com/v1/tracks/7MSwmEXgsHzFPkCW1ZaPjo,https://api.spotify.com/v1/audio-analysis/7MSwmEXgsHzFPkCW1ZaPjo,234187,4
0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,audio_features,39QBkWKnap8wRSW4WB9OK0,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/tracks/39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/audio-analysis/39QBkWKnap8wRSW4WB9OK0,211867,4
0.696,0.393,9,-9.372,0,0.0283,0.739,4.63e-05,0.142,0.351,142.024,audio_features,0k8ZP21jxZ3AobW36zqJfI,spotify:track:0k8ZP21jxZ3AobW36zqJfI,https://api.spotify.com/v1/tracks/0k8ZP21jxZ3AobW36zqJfI,https://api.spotify.com/v1/audio-analysis/0k8ZP21jxZ3AobW36zqJfI,243932,4
0.708,0.19,5,-16.578,1,0.0326,0.194,0.226,0.0916,0.47,93.669,audio_features,6WgBIPHwkQhCqMNnR5hQCN,spotify:track:6WgBIPHwkQhCqMNnR5hQCN,https://api.spotify.com/v1/tracks/6WgBIPHwkQhCqMNnR5hQCN,https://api.spotify.com/v1/audio-analysis/6WgBIPHwkQhCqMNnR5hQCN,252493,4
0.802,0.547,9,-12.085,1,0.131,0.0312,1.34e-06,0.326,0.492,86.576,audio_features,2mGxDOaHdBWnJY7V0In8Vx,spotify:track:2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/tracks/2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/audio-analysis/2mGxDOaHdBWnJY7V0In8Vx,259280,4
0.413,0.477,10,-7.748,1,0.0264,0.747,2.39e-06,0.122,0.241,95.958,audio_features,7IljDTNkQEyy77CcaRbiAj,spotify:track:7IljDTNkQEyy77CcaRbiAj,https://api.spotify.com/v1/tracks/7IljDTNkQEyy77CcaRbiAj,https://api.spotify.com/v1/audio-analysis/7IljDTNkQEyy77CcaRbiAj,259667,4
0.713,0.754,6,-5.277,1,0.0271,0.0298,0.0,0.136,0.564,120.079,audio_features,1TWhpLaqdToKoHHpFnCxsd,spotify:track:1TWhpLaqdToKoHHpFnCxsd,https://api.spotify.com/v1/tracks/1TWhpLaqdToKoHHpFnCxsd,https://api.spotify.com/v1/audio-analysis/1TWhpLaqdToKoHHpFnCxsd,381733,4
0.7,0.465,7,-10.43,1,0.0562,0.36,0.000157,0.143,0.306,137.823,audio_features,4yKbbM56fLCxwR5CTH6QkP,spotify:track:4yKbbM56fLCxwR5CTH6QkP,https://api.spotify.com/v1/tracks/4yKbbM56fLCxwR5CTH6QkP,https://api.spotify.com/v1/audio-analysis/4yKbbM56fLCxwR5CTH6QkP,340962,4
0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,audio_features,2ImuQo1g14CTR9hZAZD3aQ,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/tracks/2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,203027,4
0.651,0.673,5,-6.626,0,0.0308,0.25,0.0,0.144,0.569,115.747,audio_features,5Wk92Up9XYyRiCppqtLDqD,spotify:track:5Wk92Up9XYyRiCppqtLDqD,https://api.spotify.com/v1/tracks/5Wk92Up9XYyRiCppqtLDqD,https://api.spotify.com/v1/audio-analysis/5Wk92Up9XYyRiCppqtLDqD,300493,4
0.591,0.739,4,-6.451,1,0.429,0.141,0.0,0.48,0.613,172.414,audio_features,4Tttv4p2xuAq1LpQ7LI95E,spotify:track:4Tttv4p2xuAq1LpQ7LI95E,https://api.spotify.com/v1/tracks/4Tttv4p2xuAq1LpQ7LI95E,https://api.spotify.com/v1/audio-analysis/4Tttv4p2xuAq1LpQ7LI95E,263600,4
0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,audio_features,0eO8MW9YSTK3CjdaTYKlhF,spotify:track:0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/tracks/0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/audio-analysis/0eO8MW9YSTK3CjdaTYKlhF,246200,4
0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,audio_features,3pEuO9J2MTEmec8kUfYYvl,spotify:track:3pEuO9J2MTEmec8kUfYYvl,https://api.spotify.com/v1/tracks/3pEuO9J2MTEmec8kUfYYvl,https://api.spotify.com/v1/audio-analysis/3pEuO9J2MTEmec8kUfYYvl,236933,4
0.658,0.55,9,-6.705,1,0.0302,0.457,0.000728,0.114,0.727,168.289,audio_features,4iXZFxEUzTTLMLE5jCyKEb,spotify:track:4iXZFxEUzTTLMLE5jCyKEb,https://api.spotify.com/v1/tracks/4iXZFxEUzTTLMLE5jCyKEb,https://api.spotify.com/v1/audio-analysis/4iXZFxEUzTTLMLE5jCyKEb,277493,4
0.869,0.725,9,-12.507,0,0.256,0.0453,0.0,0.203,0.699,132.989,audio_features,0SAIjVOwxVnO1l9HGvLuOU,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,https://api.spotify.com/v1/tracks/0SAIjVOwxVnO1l9HGvLuOU,https://api.spotify.com/v1/audio-analysis/0SAIjVOwxVnO1l9HGvLuOU,261360,4
0.69,0.651,11,-6.349,0,0.0247,0.0969,0.0,0.0969,0.275,113.1,audio_features,2ydd6zSB14excgAawdjjoi,spotify:track:2ydd6zSB14excgAawdjjoi,https://api.spotify.com/v1/tracks/2ydd6zSB14excgAawdjjoi,https://api.spotify.com/v1/audio-analysis/2ydd6zSB14excgAawdjjoi,290973,4
0.359,0.857,6,-3.916,0,0.0379,0.0882,0.0,0.291,0.463,162.165,audio_features,7mwZitiXFBqbWoa0C1wmRd,spotify:track:7mwZitiXFBqbWoa0C1wmRd,https://api.spotify.com/v1/tracks/7mwZitiXFBqbWoa0C1wmRd,https://api.spotify.com/v1/audio-analysis/7mwZitiXFBqbWoa0C1wmRd,317240,3
0.694,0.365,1,-12.294,0,0.0635,0.054,3.43e-05,0.401,0.693,80.904,audio_features,51RvCRzeTqoQgdOBgcpHtT,spotify:track:51RvCRzeTqoQgdOBgcpHtT,https://api.spotify.com/v1/tracks/51RvCRzeTqoQgdOBgcpHtT,https://api.spotify.com/v1/audio-analysis/51RvCRzeTqoQgdOBgcpHtT,204133,4
0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,audio_features,4lRrk574qIHpoEEKC1zuam,spotify:track:4lRrk574qIHpoEEKC1zuam,https://api.spotify.com/v1/tracks/4lRrk574qIHpoEEKC1zuam,https://api.spotify.com/v1/audio-analysis/4lRrk574qIHpoEEKC1zuam,291400,4
0.655,0.684,0,-8.453,1,0.0298,0.235,1.02e-05,0.165,0.487,112.258,audio_features,4YaoFW42YXgVr5U1UzIANs,spotify:track:4YaoFW42YXgVr5U1UzIANs,https://api.spotify.com/v1/tracks/4YaoFW42YXgVr5U1UzIANs,https://api.spotify.com/v1/audio-analysis/4YaoFW42YXgVr5U1UzIANs,350800,4
